method,page_number,y_coordinate,chunk_index,chunk_text,input_line,similarity_score
token_set_ratio,3,720,130,1 sense that feel it feel what i do to,im not going to fuck her well lets see if,49
partial_token_sort_ratio,2,148,118,the same prove have fought with the men i will,im not going to fuck her well lets see if,56
simple_ratio,2,206,110,always men from the wall and thrust his maids to,im not going to fuck her well lets see do,45
partial_ratio,3,486,160,by and let them take it as they list please,im not going to fuck her well lets see do,49
token_sort_ratio,2,288,96,that house shall move me to stand i will take,im not going to fuck her well lets see do,49
token_set_ratio,3,662,138,tis well thou art not fish if thou hadst if,im not going to fuck her well lets see do,53
partial_token_sort_ratio,2,148,118,the same prove have fought with the men i will,im not going to fuck her well lets see do,54
simple_ratio,2,159,115,menservants sampson 1122 tis all one i will show myself,im not going to fall for a while i see,49
partial_ratio,3,428,167,it take it without a fight bites his thumb abram,im not going to fall for a while i see,49
token_sort_ratio,2,288,97,to stand i will take the wall of any man,im not going to fall for a while i see,49
token_set_ratio,3,662,138,tis well thou art not fish if thou hadst if,im not going to fall for a while i see,49
partial_token_sort_ratio,2,148,117,a tyrant when i all the same prove have fought,im not going to fall for a while i see,58
simple_ratio,2,148,119,with the men i will be civil with the humane,we have to point in case you must use the,45
partial_ratio,3,405,169,1145 do you bite your thumb at us sir sampson,we have to point in case you must use the,48
token_sort_ratio,2,229,105,the wall sampson 1116 tis true and therefore women being,we have to point in case you must use the,49
token_set_ratio,3,650,139,fish if thou hadst if you were thou hadst been,we have to point in case you must use the,58
partial_token_sort_ratio,2,148,118,the same prove have fought with the men i will,we have to point in case you must use the,54
simple_ratio,3,743,126,or their maidenheads virginity take it in what sense thou,now we have to point in case you have to,47
partial_ratio,3,358,173,you bite your thumb at us sir sampson aside to,now we have to point in case you have to,48
token_sort_ratio,2,218,106,true and therefore women being the weaker vessels gender are,now we have to point in case you have to,44
token_set_ratio,3,650,139,fish if thou hadst if you were thou hadst been,now we have to point in case you have to,53
partial_token_sort_ratio,2,148,118,the same prove have fought with the men i will,now we have to point in case you have to,50
simple_ratio,3,720,129,they must take it in 1 sense that feel it,this show must use the injuries that you have done,53
partial_ratio,3,300,180,sir i do not bite my thumb at you sir,this show must use the injuries that you have done,49
token_sort_ratio,2,218,108,ever thrust to the wall therefore i will push montagues,this show must use the injuries that you have done,51
token_set_ratio,3,650,139,fish if thou hadst if you were thou hadst been,this show must use the injuries that you have done,49
partial_token_sort_ratio,2,148,118,the same prove have fought with the men i will,this show must use the injuries that you have done,53
simple_ratio,3,720,129,they must take it in 1 sense that feel it,the injuries that you have done need therefore turn and,48
partial_ratio,3,300,180,sir i do not bite my thumb at you sir,the injuries that you have done need therefore turn and,51
token_sort_ratio,2,218,108,ever thrust to the wall therefore i will push montagues,the injuries that you have done need therefore turn and,55
token_set_ratio,3,627,142,another montague servant enter armed draw thy tool here comes,the injuries that you have done need therefore turn and,50
partial_token_sort_ratio,2,148,117,a tyrant when i all the same prove have fought,the injuries that you have done need therefore turn and,54
simple_ratio,3,685,134,am able to stand and tis known i am a,the return and draw and if you can test my,48
partial_ratio,3,218,186,sampson 1155 but if you do sir i am for,the return and draw and if you can test my,46
token_sort_ratio,2,206,110,always men from the wall and thrust his maids to,the return and draw and if you can test my,49
token_set_ratio,3,568,150,thy back and run how do you mean sampson 1137,the return and draw and if you can test my,55
partial_token_sort_ratio,3,755,124,the maids sampson 1126 ay the heads of the maids,the return and draw and if you can test my,52
simple_ratio,3,650,139,fish if thou hadst if you were thou hadst been,and if you can test my memory energy but love,46
partial_ratio,3,218,186,sampson 1155 but if you do sir i am for,and if you can test my memory energy but love,51
token_sort_ratio,2,183,113,the quarrel is between our masters and us their men,and if you can test my memory energy but love,50
token_set_ratio,3,568,150,thy back and run how do you mean sampson 1137,and if you can test my memory energy but love,47
partial_token_sort_ratio,3,743,125,the heads of the maids or their maidenheads virginity take,and if you can test my memory energy but love,45
simple_ratio,3,650,139,fish if thou hadst if you were thou hadst been,and if you can test my memory injury but love,46
partial_ratio,3,218,186,sampson 1155 but if you do sir i am for,and if you can test my memory injury but love,51
token_sort_ratio,2,183,113,the quarrel is between our masters and us their men,and if you can test my memory injury but love,48
token_set_ratio,3,568,150,thy back and run how do you mean sampson 1137,and if you can test my memory injury but love,47
partial_token_sort_ratio,3,743,126,or their maidenheads virginity take it in what sense thou,and if you can test my memory injury but love,44
simple_ratio,3,650,139,fish if thou hadst if you were thou hadst been,its a testside memory energy but love you may have,44
partial_ratio,3,136,193,to sampson 1159 say better here comes one of my,its a testside memory energy but love you may have,46
token_sort_ratio,2,148,117,a tyrant when i all the same prove have fought,its a testside memory energy but love you may have,50
token_set_ratio,3,556,151,do you mean sampson 1137 fear me not trust me,its a testside memory energy but love you may have,46
partial_token_sort_ratio,3,743,126,or their maidenheads virginity take it in what sense thou,its a testside memory energy but love you may have,46
simple_ratio,3,603,146,montagues 5 sampson 1134 my naked weapon is out quarrel,but love you may have even been wise so you,41
partial_ratio,3,124,194,here comes one of my masters kinsmen relatives sampson 1161,but love you may have even been wise so you,49
token_sort_ratio,2,148,117,a tyrant when i all the same prove have fought,but love you may have even been wise so you,43
token_set_ratio,3,556,151,do you mean sampson 1137 fear me not trust me,but love you may have even been wise so you,44
partial_token_sort_ratio,3,743,126,or their maidenheads virginity take it in what sense thou,but love you may have even been wise so you,44
simple_ratio,3,568,150,thy back and run how do you mean sampson 1137,you can be wise so you shall know the reason,49
partial_ratio,4,743,199,you be men gregory remember thy washing blow slashing stroke,you can be wise so you shall know the reason,46
token_sort_ratio,2,148,119,with the men i will be civil with the humane,you can be wise so you shall know the reason,48
token_set_ratio,3,568,150,thy back and run how do you mean sampson 1137,you can be wise so you shall know the reason,54
partial_token_sort_ratio,3,697,133,they shall feel while i am able to stand and,you can be wise so you shall know the reason,60
simple_ratio,3,513,155,let us take the law on 1 our side 1,so you shall know the reason of my book and,46
partial_ratio,4,697,203,put up your swords you know not what you do,so you shall know the reason of my book and,55
token_sort_ratio,2,136,120,be civil with the humane maids and 5 cut off,so you shall know the reason of my book and,44
token_set_ratio,3,568,150,thy back and run how do you mean sampson 1137,so you shall know the reason of my book and,59
partial_token_sort_ratio,3,697,132,them bawdy sampson 1129 me they shall feel while i,so you shall know the reason of my book and,56
simple_ratio,3,486,160,by and let them take it as they list please,and so good cat which name i tender as dearly,45
partial_ratio,4,662,207,drawn among these heartless hinds deerservants turn thee benvolio look,and so good cat which name i tender as dearly,48
token_sort_ratio,2,139,121,maids and 5 cut off their heads i will 2,and so good cat which name i tender as dearly,54
token_set_ratio,3,486,158,sides 2 gregory 1141 i will frown as i pass,and so good cat which name i tender as dearly,47
partial_token_sort_ratio,3,697,133,they shall feel while i am able to stand and,and so good cat which name i tender as dearly,51
simple_ratio,3,451,165,finger which is a disgrace to them if they bear,and so we cant which made my tenderness do the,45
partial_ratio,4,662,207,drawn among these heartless hinds deerservants turn thee benvolio look,and so we cant which made my tenderness do the,50
token_sort_ratio,2,136,120,be civil with the humane maids and 5 cut off,and so we cant which made my tenderness do the,49
token_set_ratio,3,451,164,thumb at them give the finger which is a disgrace,and so we cant which made my tenderness do the,55
partial_token_sort_ratio,3,697,133,they shall feel while i am able to stand and,and so we cant which made my tenderness do the,53
simple_ratio,3,451,165,finger which is a disgrace to them if they bear,call dissolve the fire commission out of the stars and,44
partial_ratio,4,627,211,1169 i do but keep the peace put up thy,call dissolve the fire commission out of the stars and,46
token_sort_ratio,3,755,124,the maids sampson 1126 ay the heads of the maids,call dissolve the fire commission out of the stars and,49
token_set_ratio,3,451,164,thumb at them give the finger which is a disgrace,call dissolve the fire commission out of the stars and,44
partial_token_sort_ratio,3,697,133,they shall feel while i am able to stand and,call dissolve the fire commission out of the stars and,52
simple_ratio,3,451,165,finger which is a disgrace to them if they bear,call decide on the fire commission out of the stars,45
partial_ratio,4,615,212,the peace put up thy sword just put away or,call decide on the fire commission out of the stars,46
token_sort_ratio,3,755,124,the maids sampson 1126 ay the heads of the maids,call decide on the fire commission out of the stars,48
token_set_ratio,3,463,163,dare i will bite my thumb at them give the,call decide on the fire commission out of the stars,43
partial_token_sort_ratio,3,697,132,them bawdy sampson 1129 me they shall feel while i,call decide on the fire commission out of the stars,49
simple_ratio,3,451,165,finger which is a disgrace to them if they bear,this is a fire commission out of a solid carried,44
partial_ratio,4,615,213,sword just put away or manage it to part these,this is a fire commission out of a solid carried,44
token_sort_ratio,3,755,124,the maids sampson 1126 ay the heads of the maids,this is a fire commission out of a solid carried,46
token_set_ratio,3,451,165,finger which is a disgrace to them if they bear,this is a fire commission out of a solid carried,49
partial_token_sort_ratio,3,685,135,tis known i am a pretty 2 piece of flesh,this is a fire commission out of a solid carried,49
simple_ratio,3,358,173,you bite your thumb at us sir sampson aside to,on the final submission out of the stars and carried,43
partial_ratio,4,568,219,i hate hell all montagues and thee have at thee,on the final submission out of the stars and carried,48
token_sort_ratio,3,755,124,the maids sampson 1126 ay the heads of the maids,on the final submission out of the stars and carried,52
token_set_ratio,3,451,164,thumb at them give the finger which is a disgrace,on the final submission out of the stars and carried,45
partial_token_sort_ratio,3,685,134,am able to stand and tis known i am a,on the final submission out of the stars and carried,48
simple_ratio,3,370,172,thumb sir abram 1147 do you bite your thumb at,out the stars and carry away its heavy you breath,46
partial_ratio,4,568,219,i hate hell all montagues and thee have at thee,out the stars and carry away its heavy you breath,49
token_sort_ratio,3,755,123,gregory 1125 the heads of the maids sampson 1126 ay,out the stars and carry away its heavy you breath,52
token_set_ratio,3,428,167,it take it without a fight bites his thumb abram,out the stars and carry away its heavy you breath,49
partial_token_sort_ratio,3,685,134,am able to stand and tis known i am a,out the stars and carry away its heavy you breath,54
simple_ratio,3,370,172,thumb sir abram 1147 do you bite your thumb at,its all been carried away its heavy you rap action,44
partial_ratio,4,521,223,partisans strike beat them down weapons down with the capulets,its all been carried away its heavy you rap action,48
token_sort_ratio,3,743,126,or their maidenheads virginity take it in what sense thou,its all been carried away its heavy you rap action,41
token_set_ratio,3,358,173,you bite your thumb at us sir sampson aside to,its all been carried away its heavy you rap action,46
partial_token_sort_ratio,3,650,139,fish if thou hadst if you were thou hadst been,its all been carried away its heavy you rap action,52
