method,page_number,y_coordinate,chunk_index,chunk_text,input_line,similarity_score
token_set_ratio,3,685,134,am able to stand and tis known i am a,put up your sword you dont know how to do,40
partial_token_sort_ratio,3,685,134,am able to stand and tis known i am a,put up your sword you dont know how to do,45
simple_ratio,3,218,186,sampson 1155 but if you do sir i am for,i love your sword you dont know how much you,41
partial_ratio,3,685,134,am able to stand and tis known i am a,i love your sword you dont know how much you,51
token_sort_ratio,3,685,135,tis known i am a pretty 2 piece of flesh,i love your sword you dont know how much you,40
token_set_ratio,3,685,135,tis known i am a pretty 2 piece of flesh,i love your sword you dont know how much you,42
partial_token_sort_ratio,3,650,139,fish if thou hadst if you were thou hadst been,i love your sword you dont know how much you,47
simple_ratio,3,124,194,here comes one of my masters kinsmen relatives sampson 1161,what are you drawin him on me heartless piles ha,43
partial_ratio,3,685,134,am able to stand and tis known i am a,what are you drawin him on me heartless piles ha,54
token_sort_ratio,3,627,143,draw thy tool here comes two 1 of the house,what are you drawin him on me heartless piles ha,51
token_set_ratio,3,627,143,draw thy tool here comes two 1 of the house,what are you drawin him on me heartless piles ha,51
partial_token_sort_ratio,3,627,143,draw thy tool here comes two 1 of the house,what are you drawin him on me heartless piles ha,51
simple_ratio,3,124,194,here comes one of my masters kinsmen relatives sampson 1161,are you draw them amazing heartless kiles turn them all,40
partial_ratio,3,638,141,poorjohn a poor catch abram another montague servant enter armed,are you draw them amazing heartless kiles turn them all,47
token_sort_ratio,3,627,143,draw thy tool here comes two 1 of the house,are you draw them amazing heartless kiles turn them all,53
token_set_ratio,3,627,142,another montague servant enter armed draw thy tool here comes,are you draw them amazing heartless kiles turn them all,49
partial_token_sort_ratio,3,627,143,draw thy tool here comes two 1 of the house,are you draw them amazing heartless kiles turn them all,58
simple_ratio,3,124,194,here comes one of my masters kinsmen relatives sampson 1161,are you drawin him on me heartless hiles ha ha,44
partial_ratio,3,627,142,another montague servant enter armed draw thy tool here comes,are you drawin him on me heartless hiles ha ha,53
token_sort_ratio,3,627,143,draw thy tool here comes two 1 of the house,are you drawin him on me heartless hiles ha ha,47
token_set_ratio,3,627,143,draw thy tool here comes two 1 of the house,are you drawin him on me heartless hiles ha ha,49
partial_token_sort_ratio,3,627,143,draw thy tool here comes two 1 of the house,are you drawin him on me heartless hiles ha ha,49
simple_ratio,3,116,195,masters kinsmen relatives sampson 1161 yes better sir 2 not,of all these heartless piles turn your medical wheel and,40
partial_ratio,3,580,148,i will back thee unsheathed fight gregory 1136 how turn,of all these heartless piles turn your medical wheel and,50
token_sort_ratio,3,556,151,do you mean sampson 1137 fear me not trust me,of all these heartless piles turn your medical wheel and,48
token_set_ratio,3,556,151,do you mean sampson 1137 fear me not trust me,of all these heartless piles turn your medical wheel and,49
partial_token_sort_ratio,3,627,142,another montague servant enter armed draw thy tool here comes,of all these heartless piles turn your medical wheel and,49
simple_ratio,4,697,203,put up your swords you know not what you do,turn your metabolic level and look upon your death and,43
partial_ratio,3,513,156,on 1 our side 1 let them begin of 2,turn your metabolic level and look upon your death and,50
token_sort_ratio,3,568,150,thy back and run how do you mean sampson 1137,turn your metabolic level and look upon your death and,53
token_set_ratio,3,568,150,thy back and run how do you mean sampson 1137,turn your metabolic level and look upon your death and,51
partial_token_sort_ratio,3,568,150,thy back and run how do you mean sampson 1137,turn your metabolic level and look upon your death and,53
simple_ratio,4,662,208,deerservants turn thee benvolio look upon thy death face your,and look upon your death as you can keep the,50
partial_ratio,3,486,159,will frown as i pass by and let them take,and look upon your death as you can keep the,50
token_sort_ratio,3,568,150,thy back and run how do you mean sampson 1137,and look upon your death as you can keep the,52
token_set_ratio,3,568,150,thy back and run how do you mean sampson 1137,and look upon your death as you can keep the,52
partial_token_sort_ratio,3,568,150,thy back and run how do you mean sampson 1137,and look upon your death as you can keep the,55
simple_ratio,4,662,208,deerservants turn thee benvolio look upon thy death face your,and look upon your death as you can keep the,50
partial_ratio,3,486,159,will frown as i pass by and let them take,and look upon your death as you can keep the,50
token_sort_ratio,3,568,150,thy back and run how do you mean sampson 1137,and look upon your death as you can keep the,52
token_set_ratio,3,568,150,thy back and run how do you mean sampson 1137,and look upon your death as you can keep the,52
partial_token_sort_ratio,3,568,150,thy back and run how do you mean sampson 1137,and look upon your death as you can keep the,55
simple_ratio,4,592,216,1171 what drawn and talk of peace i hate the,you are dead thats completely the peace in the closeest,48
partial_ratio,3,486,160,by and let them take it as they list please,you are dead thats completely the peace in the closeest,56
token_sort_ratio,3,510,154,fear thee indeed sampson 1139 let us take the law,you are dead thats completely the peace in the closeest,48
token_set_ratio,3,510,154,fear thee indeed sampson 1139 let us take the law,you are dead thats completely the peace in the closeest,48
partial_token_sort_ratio,3,510,154,fear thee indeed sampson 1139 let us take the law,you are dead thats completely the peace in the closeest,54
simple_ratio,4,580,218,word your sword drawn as i hate hell all montagues,i keep the words i tell all the molecules and,51
partial_ratio,3,486,160,by and let them take it as they list please,i keep the words i tell all the molecules and,50
token_sort_ratio,3,486,160,by and let them take it as they list please,i keep the words i tell all the molecules and,55
token_set_ratio,3,486,159,will frown as i pass by and let them take,i keep the words i tell all the molecules and,55
partial_token_sort_ratio,3,486,160,by and let them take it as they list please,i keep the words i tell all the molecules and,59
simple_ratio,4,580,217,of peace i hate the word your sword drawn as,and drawn in top of peace i heal the words,53
partial_ratio,3,486,160,by and let them take it as they list please,and drawn in top of peace i heal the words,49
token_sort_ratio,3,451,166,to them if they bear it take it without a,and drawn in top of peace i heal the words,53
token_set_ratio,3,451,166,to them if they bear it take it without a,and drawn in top of peace i heal the words,52
partial_token_sort_ratio,3,451,166,to them if they bear it take it without a,and drawn in top of peace i heal the words,57
simple_ratio,4,580,217,of peace i hate the word your sword drawn as,all in top of peace i heal the words i,59
partial_ratio,3,486,160,by and let them take it as they list please,all in top of peace i heal the words i,51
token_sort_ratio,3,451,166,to them if they bear it take it without a,all in top of peace i heal the words i,58
token_set_ratio,3,451,166,to them if they bear it take it without a,all in top of peace i heal the words i,57
partial_token_sort_ratio,3,451,166,to them if they bear it take it without a,all in top of peace i heal the words i,60
simple_ratio,4,580,217,of peace i hate the word your sword drawn as,peace i keep the words i tell all the molecules,53
partial_ratio,3,486,160,by and let them take it as they list please,peace i keep the words i tell all the molecules,52
token_sort_ratio,3,451,166,to them if they bear it take it without a,peace i keep the words i tell all the molecules,48
token_set_ratio,3,451,166,to them if they bear it take it without a,peace i keep the words i tell all the molecules,43
partial_token_sort_ratio,3,451,166,to them if they bear it take it without a,peace i keep the words i tell all the molecules,52
simple_ratio,4,580,218,word your sword drawn as i hate hell all montagues,i keep the words i hate help all the more,57
partial_ratio,3,463,162,sampson 1143 nay as they dare i will bite my,i keep the words i hate help all the more,52
token_sort_ratio,3,451,166,to them if they bear it take it without a,i keep the words i hate help all the more,54
token_set_ratio,3,451,166,to them if they bear it take it without a,i keep the words i hate help all the more,49
partial_token_sort_ratio,3,451,166,to them if they bear it take it without a,i keep the words i hate help all the more,57
simple_ratio,4,580,218,word your sword drawn as i hate hell all montagues,the words i hate help all the more to use,59
partial_ratio,3,463,163,dare i will bite my thumb at them give the,the words i hate help all the more to use,50
token_sort_ratio,3,451,166,to them if they bear it take it without a,the words i hate help all the more to use,54
token_set_ratio,3,451,166,to them if they bear it take it without a,the words i hate help all the more to use,53
partial_token_sort_ratio,3,451,166,to them if they bear it take it without a,the words i hate help all the more to use,57
simple_ratio,4,568,219,i hate hell all montagues and thee have at thee,they have all the more to use and you have,56
partial_ratio,3,451,166,to them if they bear it take it without a,they have all the more to use and you have,52
token_sort_ratio,3,451,166,to them if they bear it take it without a,they have all the more to use and you have,53
token_set_ratio,3,451,166,to them if they bear it take it without a,they have all the more to use and you have,56
partial_token_sort_ratio,3,451,166,to them if they bear it take it without a,they have all the more to use and you have,55
simple_ratio,4,580,218,word your sword drawn as i hate hell all montagues, now how are you how are you how are you,44
partial_ratio,3,405,169,1145 do you bite your thumb at us sir sampson, now how are you how are you how are you,50
token_sort_ratio,3,358,173,you bite your thumb at us sir sampson aside to, now how are you how are you how are you,54
token_set_ratio,3,370,172,thumb sir abram 1147 do you bite your thumb at, now how are you how are you how are you,40
partial_token_sort_ratio,3,358,173,you bite your thumb at us sir sampson aside to, now how are you how are you how are you,54
simple_ratio,4,510,224,weapons down with the capulets down with the montagues lord,time to do better its all right its all right,44
partial_ratio,3,405,169,1145 do you bite your thumb at us sir sampson,time to do better its all right its all right,44
token_sort_ratio,3,300,180,sir i do not bite my thumb at you sir,time to do better its all right its all right,51
token_set_ratio,3,300,180,sir i do not bite my thumb at you sir,time to do better its all right its all right,56
partial_token_sort_ratio,3,300,180,sir i do not bite my thumb at you sir,time to do better its all right its all right,53
simple_ratio,4,475,229,my long sword ho outdated weapon lady capulet mocking his,im going to go back in the middle oh my,42
partial_ratio,3,346,174,us sir sampson aside to gregory 1148 is the law,im going to go back in the middle oh my,47
token_sort_ratio,3,288,181,my thumb at you sir but i bite my thumb,im going to go back in the middle oh my,46
token_set_ratio,3,300,180,sir i do not bite my thumb at you sir,im going to go back in the middle oh my,50
partial_token_sort_ratio,3,288,181,my thumb at you sir but i bite my thumb,im going to go back in the middle oh my,49
simple_ratio,4,475,229,my long sword ho outdated weapon lady capulet mocking his,im going to pack it out im going to pack,43
partial_ratio,3,300,180,sir i do not bite my thumb at you sir,im going to pack it out im going to pack,45
token_sort_ratio,3,300,180,sir i do not bite my thumb at you sir,im going to pack it out im going to pack,42
token_set_ratio,3,300,180,sir i do not bite my thumb at you sir,im going to pack it out im going to pack,39
partial_token_sort_ratio,3,218,187,do sir i am for you i serve will fight,im going to pack it out im going to pack,49
simple_ratio,4,416,236,his blade in spite of me waves to spite montague,various subjects enemies to peace programmers of this neighbor stay,43
partial_ratio,3,218,187,do sir i am for you i serve will fight,various subjects enemies to peace programmers of this neighbor stay,43
token_sort_ratio,3,206,188,you i serve will fight you as good a man,various subjects enemies to peace programmers of this neighbor stay,39
token_set_ratio,3,265,182,but i bite my thumb sir gregory 1153 do you,various subjects enemies to peace programmers of this neighbor stay,38
partial_token_sort_ratio,3,136,193,to sampson 1159 say better here comes one of my,various subjects enemies to peace programmers of this neighbor stay,49
simple_ratio,4,346,244,enters with attendants 1183 rebellious subjects enemies to peace profaners,such as enemies to peace proveyors of this neighbor stay,48
partial_ratio,3,124,194,here comes one of my masters kinsmen relatives sampson 1161,such as enemies to peace proveyors of this neighbor stay,44
token_sort_ratio,3,136,193,to sampson 1159 say better here comes one of my,such as enemies to peace proveyors of this neighbor stay,47
token_set_ratio,3,218,187,do sir i am for you i serve will fight,such as enemies to peace proveyors of this neighbor stay,43
partial_token_sort_ratio,3,136,193,to sampson 1159 say better here comes one of my,such as enemies to peace proveyors of this neighbor stay,48
simple_ratio,4,335,246,of this neighborstainèd steel offenders bloody —will they not hear—what,provellers of this neighbor stay in steel will they not,65
partial_ratio,4,720,200,thy washing blow slashing stroke they fight benvolio enters sword,provellers of this neighbor stay in steel will they not,47
token_sort_ratio,4,743,199,you be men gregory remember thy washing blow slashing stroke,provellers of this neighbor stay in steel will they not,47
token_set_ratio,3,218,187,do sir i am for you i serve will fight,provellers of this neighbor stay in steel will they not,46
partial_token_sort_ratio,4,743,199,you be men gregory remember thy washing blow slashing stroke,provellers of this neighbor stay in steel will they not,50
simple_ratio,4,335,246,of this neighborstainèd steel offenders bloody —will they not hear—what,its a neverstaying steel well theyre not here but holy,56
partial_ratio,4,720,200,thy washing blow slashing stroke they fight benvolio enters sword,its a neverstaying steel well theyre not here but holy,46
token_sort_ratio,4,743,199,you be men gregory remember thy washing blow slashing stroke,its a neverstaying steel well theyre not here but holy,47
token_set_ratio,3,148,191,no better sampson 1158 well sir— gregory sees tybalt coming,its a neverstaying steel well theyre not here but holy,48
partial_token_sort_ratio,4,743,199,you be men gregory remember thy washing blow slashing stroke,its a neverstaying steel well theyre not here but holy,52
simple_ratio,4,335,247,bloody —will they not hear—what ho you men you beasts,well let out here what holy babies prevent the fire,50
partial_ratio,4,662,207,drawn among these heartless hinds deerservants turn thee benvolio look,well let out here what holy babies prevent the fire,49
token_sort_ratio,4,685,204,know not what you do put away tybalt enters to,well let out here what holy babies prevent the fire,45
token_set_ratio,3,148,191,no better sampson 1158 well sir— gregory sees tybalt coming,well let out here what holy babies prevent the fire,44
partial_token_sort_ratio,4,685,204,know not what you do put away tybalt enters to,well let out here what holy babies prevent the fire,49
simple_ratio,4,335,247,bloody —will they not hear—what ho you men you beasts,will they not hear what holy baby beasts prevent the,67
partial_ratio,4,662,207,drawn among these heartless hinds deerservants turn thee benvolio look,will they not hear what holy baby beasts prevent the,48
token_sort_ratio,4,685,204,know not what you do put away tybalt enters to,will they not hear what holy baby beasts prevent the,55
token_set_ratio,3,148,191,no better sampson 1158 well sir— gregory sees tybalt coming,will they not hear what holy baby beasts prevent the,47
partial_token_sort_ratio,4,685,204,know not what you do put away tybalt enters to,will they not hear what holy baby beasts prevent the,57
simple_ratio,4,323,248,ho you men you beasts that quench the fire of,all you may be is prevent the fact that youre,51
partial_ratio,4,615,213,sword just put away or manage it to part these,all you may be is prevent the fact that youre,51
token_sort_ratio,4,697,203,put up your swords you know not what you do,all you may be is prevent the fact that youre,48
token_set_ratio,4,743,198,lie sampson 1163 draw if you be men gregory remember,all you may be is prevent the fact that youre,43
partial_token_sort_ratio,4,697,203,put up your swords you know not what you do,all you may be is prevent the fact that youre,53
simple_ratio,4,311,249,that quench the fire of your pernicious rage deadly with,to witness the fire of your delicious rage with purple,69
partial_ratio,4,580,217,of peace i hate the word your sword drawn as,to witness the fire of your delicious rage with purple,51
token_sort_ratio,4,638,209,upon thy death face your death draws his sword benvolio,to witness the fire of your delicious rage with purple,48
token_set_ratio,4,743,199,you be men gregory remember thy washing blow slashing stroke,to witness the fire of your delicious rage with purple,49
partial_token_sort_ratio,4,638,209,upon thy death face your death draws his sword benvolio,to witness the fire of your delicious rage with purple,48
simple_ratio,4,311,250,your pernicious rage deadly with purple fountains issuing from your,the fireup and this is rage with purple and tissue,53
partial_ratio,4,545,220,and thee have at thee coward they fight citizens enter,the fireup and this is rage with purple and tissue,48
token_sort_ratio,4,592,216,1171 what drawn and talk of peace i hate the,the fireup and this is rage with purple and tissue,51
token_set_ratio,4,673,206,benvolio 1167 what art thou drawn among these heartless hinds,the fireup and this is rage with purple and tissue,43
partial_token_sort_ratio,4,603,214,manage it to part these men with me use tybalt,the fireup and this is rage with purple and tissue,53
simple_ratio,4,300,251,purple fountains issuing from your veins pouring on pain of,with purple and tissue in front of your veins on,64
partial_ratio,4,510,224,weapons down with the capulets down with the montagues lord,with purple and tissue in front of your veins on,49
token_sort_ratio,4,580,217,of peace i hate the word your sword drawn as,with purple and tissue in front of your veins on,52
token_set_ratio,4,673,206,benvolio 1167 what art thou drawn among these heartless hinds,with purple and tissue in front of your veins on,48
partial_token_sort_ratio,4,592,216,1171 what drawn and talk of peace i hate the,with purple and tissue in front of your veins on,51
simple_ratio,4,265,256,the sentence of your movèd prince angered 1190 three civil,this week from your days im hanging up torture from,48
partial_ratio,4,486,228,noise is this give me my long sword ho outdated,this week from your days im hanging up torture from,43
token_sort_ratio,4,580,217,of peace i hate the word your sword drawn as,this week from your days im hanging up torture from,46
token_set_ratio,4,638,209,upon thy death face your death draws his sword benvolio,this week from your days im hanging up torture from,46
partial_token_sort_ratio,4,580,217,of peace i hate the word your sword drawn as,this week from your days im hanging up torture from,47
simple_ratio,4,241,261,and montague have thrice disturbed the quiet of our streets,im taking a torture from that lucky dads joblimbers tougher,42
partial_ratio,4,463,231,old age 1177 a crutch a crutch why call you,im taking a torture from that lucky dads joblimbers tougher,44
token_sort_ratio,4,533,222,armed 1174 clubs bills and partisans strike beat them down,im taking a torture from that lucky dads joblimbers tougher,46
token_set_ratio,4,592,215,men with me use tybalt 1171 what drawn and talk,im taking a torture from that lucky dads joblimbers tougher,45
partial_token_sort_ratio,4,533,222,armed 1174 clubs bills and partisans strike beat them down,im taking a torture from that lucky dads joblimbers tougher,47
simple_ratio,4,183,269,to part your cankered hate infected infectious if ever you,im hanging up torture from that lucky cats joblimbers tougher,42
partial_ratio,4,463,231,old age 1177 a crutch a crutch why call you,im hanging up torture from that lucky cats joblimbers tougher,44
token_sort_ratio,4,475,229,my long sword ho outdated weapon lady capulet mocking his,im hanging up torture from that lucky cats joblimbers tougher,46
token_set_ratio,4,603,214,manage it to part these men with me use tybalt,im hanging up torture from that lucky cats joblimbers tougher,45
partial_token_sort_ratio,4,486,228,noise is this give me my long sword ho outdated,im hanging up torture from that lucky cats joblimbers tougher,47
simple_ratio,4,183,269,to part your cankered hate infected infectious if ever you,in a torture from that lucky cats joblimbers tempering weapons,43
partial_ratio,4,393,239,stops him hold me not let me go lady montague,in a torture from that lucky cats joblimbers tempering weapons,45
token_sort_ratio,4,475,229,my long sword ho outdated weapon lady capulet mocking his,in a torture from that lucky cats joblimbers tempering weapons,49
token_set_ratio,4,545,220,and thee have at thee coward they fight citizens enter,in a torture from that lucky cats joblimbers tempering weapons,45
partial_token_sort_ratio,4,475,229,my long sword ho outdated weapon lady capulet mocking his,in a torture from that lucky cats joblimbers tempering weapons,50
simple_ratio,4,171,272,lives shall pay the forfeit of the peace youll be,from that lucky tax trump limits tougher weapons to the,42
partial_ratio,4,346,245,subjects enemies to peace profaners of this neighborstainèd steel offenders,from that lucky tax trump limits tougher weapons to the,46
token_sort_ratio,4,475,229,my long sword ho outdated weapon lady capulet mocking his,from that lucky tax trump limits tougher weapons to the,41
token_set_ratio,4,521,223,partisans strike beat them down weapons down with the capulets,from that lucky tax trump limits tougher weapons to the,52
partial_token_sort_ratio,4,475,229,my long sword ho outdated weapon lady capulet mocking his,from that lucky tax trump limits tougher weapons to the,46
simple_ratio,4,136,278,go along with me and montague come you this afternoon,id like it to add to drop lemons to different,45
partial_ratio,4,335,247,bloody —will they not hear—what ho you men you beasts,id like it to add to drop lemons to different,45
token_sort_ratio,4,416,236,his blade in spite of me waves to spite montague,id like it to add to drop lemons to different,45
token_set_ratio,4,510,225,down with the montagues lord lady capulet and lord lady,id like it to add to drop lemons to different,48
partial_token_sort_ratio,4,416,236,his blade in spite of me waves to spite montague,id like it to add to drop lemons to different,48
simple_ratio,4,113,281,in this case my farther 2 fathers 5 decisions to, this time its time for weapons to the ground,47
partial_ratio,4,276,254,throw your mistempered weapons to the ground hostile and hear, this time its time for weapons to the ground,72
token_sort_ratio,4,416,236,his blade in spite of me waves to spite montague, this time its time for weapons to the ground,46
token_set_ratio,4,510,224,weapons down with the capulets down with the montagues lord, this time its time for weapons to the ground,52
partial_token_sort_ratio,4,416,236,his blade in spite of me waves to spite montague, this time its time for weapons to the ground,53
simple_ratio,4,89,285,pain of death all men depart all exit but lord, lets lift it up,35
partial_ratio,4,276,254,throw your mistempered weapons to the ground hostile and hear, lets lift it up,50
token_sort_ratio,4,381,241,1182 thou shalt not stir one 2 foot to seek, lets lift it up,31
token_set_ratio,4,521,223,partisans strike beat them down weapons down with the capulets, lets lift it up,31
partial_token_sort_ratio,4,358,243,a foe a 5 prince enters with attendants 1183 rebellious, lets lift it up,60
simple_ratio,5,708,293,nearby benvolio 11108 here were the servants of your adversary,thats you the servants of your movement prince three civil,48
partial_ratio,4,265,256,the sentence of your movèd prince angered 1190 three civil,thats you the servants of your movement prince three civil,74
token_sort_ratio,4,323,248,ho you men you beasts that quench the fire of,thats you the servants of your movement prince three civil,56
token_set_ratio,4,521,223,partisans strike beat them down weapons down with the capulets,thats you the servants of your movement prince three civil,47
partial_token_sort_ratio,4,311,249,that quench the fire of your pernicious rage deadly with,thats you the servants of your movement prince three civil,59
simple_ratio,5,708,293,nearby benvolio 11108 here were the servants of your adversary,and here the sense of your movement prints three civil,52
partial_ratio,4,276,255,the ground hostile and hear the sentence of your movèd,and here the sense of your movement prints three civil,67
token_sort_ratio,4,265,256,the sentence of your movèd prince angered 1190 three civil,and here the sense of your movement prints three civil,74
token_set_ratio,4,521,223,partisans strike beat them down weapons down with the capulets,and here the sense of your movement prints three civil,49
partial_token_sort_ratio,4,265,256,the sentence of your movèd prince angered 1190 three civil,and here the sense of your movement prints three civil,78
simple_ratio,5,673,297,drew to part them in the instant came the fiery,we move it in prison three civil laws reverend mape,43
partial_ratio,4,265,257,prince angered 1190 three civil brawls bred of an airy,we move it in prison three civil laws reverend mape,53
token_sort_ratio,4,265,256,the sentence of your movèd prince angered 1190 three civil,we move it in prison three civil laws reverend mape,46
token_set_ratio,4,486,227,montague enter capulet 1176 what noise is this give me,we move it in prison three civil laws reverend mape,46
partial_token_sort_ratio,4,265,256,the sentence of your movèd prince angered 1190 three civil,we move it in prison three civil laws reverend mape,53
simple_ratio,5,638,303,and cut the winds who nothing hurt withal hissed him,and multicute ive tried to stir up our sweet pieces,50
partial_ratio,4,241,261,and montague have thrice disturbed the quiet of our streets,and multicute ive tried to stir up our sweet pieces,56
token_sort_ratio,4,241,261,and montague have thrice disturbed the quiet of our streets,and multicute ive tried to stir up our sweet pieces,60
token_set_ratio,4,428,235,montague is come and flourishes his blade in spite of,and multicute ive tried to stir up our sweet pieces,50
partial_token_sort_ratio,4,241,261,and montague have thrice disturbed the quiet of our streets,and multicute ive tried to stir up our sweet pieces,61
simple_ratio,5,638,303,and cut the winds who nothing hurt withal hissed him,and the greatest stirrer of these beasts it every who,46
partial_ratio,4,183,269,to part your cankered hate infected infectious if ever you,and the greatest stirrer of these beasts it every who,54
token_sort_ratio,4,229,262,the quiet of our streets three times and made veronas,and the greatest stirrer of these beasts it every who,51
token_set_ratio,4,428,235,montague is come and flourishes his blade in spite of,and the greatest stirrer of these beasts it every who,47
partial_token_sort_ratio,4,229,262,the quiet of our streets three times and made veronas,and the greatest stirrer of these beasts it every who,56
simple_ratio,5,603,310,side till the prince came who parted either part both,the third verse of these pieces it every who disrupt,48
partial_ratio,4,183,269,to part your cankered hate infected infectious if ever you,the third verse of these pieces it every who disrupt,52
token_sort_ratio,4,229,262,the quiet of our streets three times and made veronas,the third verse of these pieces it every who disrupt,53
token_set_ratio,4,416,236,his blade in spite of me waves to spite montague,the third verse of these pieces it every who disrupt,47
partial_token_sort_ratio,4,229,262,the quiet of our streets three times and made veronas,the third verse of these pieces it every who disrupt,57
simple_ratio,5,580,311,who parted either part both sides lady montague 11118 o,if every who disrupt our streets again your lives are,41
partial_ratio,4,171,270,infected infectious if ever you disturb our streets again your,if every who disrupt our streets again your lives are,78
token_sort_ratio,4,171,270,infected infectious if ever you disturb our streets again your,if every who disrupt our streets again your lives are,71
token_set_ratio,4,358,243,a foe a 5 prince enters with attendants 1183 rebellious,if every who disrupt our streets again your lives are,43
partial_token_sort_ratio,4,171,270,infected infectious if ever you disturb our streets again your,if every who disrupt our streets again your lives are,64
simple_ratio,5,580,311,who parted either part both sides lady montague 11118 o,the streets again your lives shall pay the form of,46
partial_ratio,4,171,271,disturb our streets again your lives shall pay the forfeit,the streets again your lives shall pay the form of,91
token_sort_ratio,4,171,271,disturb our streets again your lives shall pay the forfeit,the streets again your lives shall pay the form of,81
token_set_ratio,4,323,248,ho you men you beasts that quench the fire of,the streets again your lives shall pay the form of,51
partial_token_sort_ratio,4,171,271,disturb our streets again your lives shall pay the forfeit,the streets again your lives shall pay the form of,82
simple_ratio,5,533,317,madam an hour before the worshipped sun peered forth the,youll apply to pay the form of the peace for,44
partial_ratio,4,171,272,lives shall pay the forfeit of the peace youll be,youll apply to pay the form of the peace for,71
token_sort_ratio,4,159,273,of the peace youll be executed for for this time,youll apply to pay the form of the peace for,70
token_set_ratio,4,323,248,ho you men you beasts that quench the fire of,youll apply to pay the form of the peace for,57
partial_token_sort_ratio,4,159,273,of the peace youll be executed for for this time,youll apply to pay the form of the peace for,79
simple_ratio,5,498,324,rooteth from the citys side grows west of the city,the form of the peace for this time all the,49
partial_ratio,4,159,274,executed for for this time all the rest depart away,the form of the peace for this time all the,73
token_sort_ratio,4,159,273,of the peace youll be executed for for this time,the form of the peace for this time all the,68
token_set_ratio,4,323,248,ho you men you beasts that quench the fire of,the form of the peace for this time all the,55
partial_token_sort_ratio,4,159,273,of the peace youll be executed for for this time,the form of the peace for this time all the,78
simple_ratio,5,498,324,rooteth from the citys side grows west of the city,for this time all the rest of the part may,54
partial_ratio,4,159,274,executed for for this time all the rest depart away,for this time all the rest of the part may,88
token_sort_ratio,4,159,274,executed for for this time all the rest depart away,for this time all the rest of the part may,65
token_set_ratio,4,311,249,that quench the fire of your pernicious rage deadly with,for this time all the rest of the part may,49
partial_token_sort_ratio,4,159,274,executed for for this time all the rest depart away,for this time all the rest of the part may,75
simple_ratio,5,498,324,rooteth from the citys side grows west of the city,for this time all the rest of the part may,54
partial_ratio,4,159,274,executed for for this time all the rest depart away,for this time all the rest of the part may,88
token_sort_ratio,4,159,274,executed for for this time all the rest depart away,for this time all the rest of the part may,65
token_set_ratio,4,311,249,that quench the fire of your pernicious rage deadly with,for this time all the rest of the part may,49
partial_token_sort_ratio,4,159,274,executed for for this time all the rest depart away,for this time all the rest of the part may,75
simple_ratio,5,463,330,aware and stole into the covert of the wood hid,partly you can look so come along with me and,46
partial_ratio,4,136,277,you 11100 you capulet shall go along with me and,partly you can look so come along with me and,71
token_sort_ratio,4,136,277,you 11100 you capulet shall go along with me and,partly you can look so come along with me and,65
token_set_ratio,4,276,255,the ground hostile and hear the sentence of your movèd,partly you can look so come along with me and,51
partial_token_sort_ratio,4,136,278,go along with me and montague come you this afternoon,partly you can look so come along with me and,73
simple_ratio,5,463,329,was ware of me walked aware and stole into the,so come along with me and multicute coming this afternoon,49
partial_ratio,4,136,278,go along with me and montague come you this afternoon,so come along with me and multicute coming this afternoon,82
token_sort_ratio,4,136,278,go along with me and montague come you this afternoon,so come along with me and multicute coming this afternoon,80
token_set_ratio,4,241,261,and montague have thrice disturbed the quiet of our streets,so come along with me and multicute coming this afternoon,47
partial_token_sort_ratio,4,136,278,go along with me and montague come you this afternoon,so come along with me and multicute coming this afternoon,76
simple_ratio,5,454,332,in the woods i measuring his affections by my 2,with me and multiq coming this afternoon to europe for,51
partial_ratio,4,136,278,go along with me and montague come you this afternoon,with me and multiq coming this afternoon to europe for,71
token_sort_ratio,4,136,278,go along with me and montague come you this afternoon,with me and multiq coming this afternoon to europe for,67
token_set_ratio,4,241,261,and montague have thrice disturbed the quiet of our streets,with me and multiq coming this afternoon to europe for,48
partial_token_sort_ratio,4,136,278,go along with me and montague come you this afternoon,with me and multiq coming this afternoon to europe for,67
simple_ratio,5,454,332,in the woods i measuring his affections by my 2,ill take you coming this afternoon to europe for the,48
partial_ratio,4,124,279,montague come you this afternoon to know our further pleasure,ill take you coming this afternoon to europe for the,66
token_sort_ratio,4,136,278,go along with me and montague come you this afternoon,ill take you coming this afternoon to europe for the,65
token_set_ratio,4,229,262,the quiet of our streets three times and made veronas,ill take you coming this afternoon to europe for the,48
partial_token_sort_ratio,4,136,278,go along with me and montague come you this afternoon,ill take you coming this afternoon to europe for the,63
simple_ratio,5,451,331,covert of the wood hid in the woods i measuring,coming this afternoon to europe for the pleasure in this,47
partial_ratio,4,124,279,montague come you this afternoon to know our further pleasure,coming this afternoon to europe for the pleasure in this,73
token_sort_ratio,4,124,279,montague come you this afternoon to know our further pleasure,coming this afternoon to europe for the pleasure in this,67
token_set_ratio,4,229,262,the quiet of our streets three times and made veronas,coming this afternoon to europe for the pleasure in this,50
partial_token_sort_ratio,4,124,279,montague come you this afternoon to know our further pleasure,coming this afternoon to europe for the pleasure in this,66
simple_ratio,5,454,332,in the woods i measuring his affections by my 2, to do to europe for the pleasure in this case,45
partial_ratio,4,124,280,to know our further pleasure in this case my farther, to do to europe for the pleasure in this case,83
token_sort_ratio,4,124,280,to know our further pleasure in this case my farther, to do to europe for the pleasure in this case,62
